name,bus,control,type,p_nom_extendable,p_nom_max,carrier,capital_cost,max_hours,efficiency_store,efficiency_dispatch,p_nom_opt
battery,site,PQ,,True,0.35,battery,54633.39212040678,4.0,0.9486832980505138,0.9486832980505138,0.07283990362431847
