,demand
1574,4.0309800000000005
1575,3.60166
1576,3.49154
1577,3.60762
1578,4.052
1579,4.0005
1580,3.86702
1581,3.8585
1582,3.776
1583,3.4995
1584,3.55768
1585,3.52956
1586,3.63102
1587,3.79396
1588,3.55052
1589,3.86048
1590,3.69402
1591,3.82948
1592,3.8595
1593,3.9455
1594,3.97
1595,3.96252
1596,3.8325
1597,3.6465
1598,3.57148
1599,3.572
1600,3.2835199999999998
1601,3.21398
1602,3.0385
1603,2.87546
1604,2.78304
1605,2.73648
1606,2.97846
1607,2.98704
1608,3.00198
1609,2.9555
1610,3.04304
1611,2.9525
1612,2.99546
1613,2.9590199999999998
1614,2.90902
1615,2.88352
1616,2.553
1617,2.408
1618,2.75802
1619,3.02054
1620,2.87252
1621,2.9115
1622,2.83652
1623,2.55802
1624,2.47604
1625,2.39052
1626,2.58254
1627,2.57846
1628,2.48004
1629,2.44204
1630,2.50102
1631,2.49456
1632,2.47152
1633,2.46802
1634,2.43906
1635,2.4475
1636,2.53852
1637,2.4685
1638,2.29604
1639,1.95552
1640,1.86352
1641,1.8845399999999999
1642,1.87808
1643,1.80502
1644,1.79206
1645,1.7945
1646,1.77256
1647,1.78054
1648,1.7665
1649,1.71058
1650,1.74204
1651,1.67306
1652,1.70804
1653,1.7725
1654,1.79158
1655,1.91552
1656,1.99652
1657,2.08852
1658,2.13054
1659,2.162
1660,2.21796
1661,2.51302
1662,2.96902
1663,2.87804
1664,2.89604
1665,3.0409800000000002
1666,3.25552
1667,2.97648
1668,2.88498
1669,2.63502
1670,2.88752
1671,2.79358
1672,2.6735
1673,2.6625199999999998
1674,2.78702
1675,3.12298
1676,3.03002
1677,3.03552
1678,2.943
1679,2.94554
1680,2.88802
1681,2.7979600000000002
1682,2.65902
1683,2.64604
1684,2.62202
1685,2.577040008
1686,2.509000008
1687,2.70504
1688,2.57802
1689,2.50652
1690,2.5245
1691,2.41752
1692,2.1345
1693,2.091519992
1694,2.089
1695,2.1625199999999998
1696,1.83054
1697,1.7625
1698,1.738
1699,1.694959992
1700,1.667999992
1701,1.62702
1702,1.65198
1703,1.59498
1704,1.59954
1705,1.55754
1706,1.555
1707,1.54452
1708,1.52202
1709,1.5285
1710,1.50604
1711,1.5285199999999999
1712,1.56
1713,1.53952
1714,1.57154
1715,1.556
1716,1.507519992
1717,1.49402
1718,1.48454
1719,1.463
1720,1.4975399999999999
1721,1.4915
1722,1.47452
1723,1.48454
1724,1.48252
1725,1.48902
1726,1.49102
1727,1.47702
1728,1.4720199999999999
1729,1.50452
1730,1.4880799999999998
1731,1.494
1732,1.5135399999999999
1733,1.5135
1734,1.52352
1735,1.52002
1736,1.54652
1737,1.49804
1738,1.49302
1739,1.5035
1740,1.49758
1741,1.51602
1742,1.48958
