,pv
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0025365948234077613
401,0.0025365948234077613
402,0.0025365948234077613
403,0.0025365948234077613
404,0.01475102594758781
405,0.01475102594758781
406,0.01475102594758781
407,0.01475102594758781
408,0.07813358322292953
409,0.07813358322292953
410,0.07813358322292953
411,0.07813358322292953
412,0.0
413,0.0
414,0.0
415,0.0
416,0.5033928975344945
417,0.5033928975344945
418,0.5033928975344945
419,0.5033928975344945
420,0.5047823698581446
421,0.5047823698581446
422,0.5047823698581446
423,0.5047823698581446
424,0.4198306782563737
425,0.4198306782563737
426,0.4198306782563737
427,0.4198306782563737
428,0.7134294115746276
429,0.7134294115746276
430,0.7134294115746276
431,0.7134294115746276
432,0.22389892396678188
433,0.22389892396678188
434,0.22389892396678188
435,0.22389892396678188
436,0.11976928296765438
437,0.11976928296765438
438,0.11976928296765438
439,0.11976928296765438
440,0.4600607490225223
441,0.4600607490225223
442,0.4600607490225223
443,0.4600607490225223
444,0.14713865641257634
445,0.14713865641257634
446,0.14713865641257634
447,0.14713865641257634
448,0.09110737712863928
449,0.09110737712863928
450,0.09110737712863928
451,0.09110737712863928
452,0.08239894012343683
453,0.08239894012343683
454,0.08239894012343683
455,0.08239894012343683
456,0.035334604323520855
457,0.035334604323520855
458,0.035334604323520855
459,0.035334604323520855
460,0.0137654699970918
461,0.0137654699970918
462,0.0137654699970918
463,0.0137654699970918
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.010372572462597344
497,0.010372572462597344
498,0.010372572462597344
499,0.010372572462597344
500,0.0645135231201732
501,0.0645135231201732
502,0.0645135231201732
503,0.0645135231201732
504,0.1765922383429735
505,0.1765922383429735
506,0.1765922383429735
507,0.1765922383429735
508,0.35887161921995664
509,0.35887161921995664
510,0.35887161921995664
511,0.35887161921995664
512,0.5818980838207257
513,0.5818980838207257
514,0.5818980838207257
515,0.5818980838207257
516,0.6678514880279187
517,0.6678514880279187
518,0.6678514880279187
519,0.6678514880279187
520,0.5591333570297605
521,0.5591333570297605
522,0.5591333570297605
523,0.5591333570297605
524,0.6666074255986041
525,0.6666074255986041
526,0.6666074255986041
527,0.6666074255986041
528,0.6561540698613758
529,0.6561540698613758
530,0.6561540698613758
531,0.6561540698613758
532,0.544705464180696
533,0.544705464180696
534,0.544705464180696
535,0.544705464180696
536,0.5406824571040811
537,0.5406824571040811
538,0.5406824571040811
539,0.5406824571040811
540,0.5662907551620513
541,0.5662907551620513
542,0.5662907551620513
543,0.5662907551620513
544,0.33500823989401235
545,0.33500823989401235
546,0.33500823989401235
547,0.33500823989401235
548,0.16247132193750607
549,0.16247132193750607
550,0.16247132193750607
551,0.16247132193750607
